doy,mint_C,maxt_C,airt_C,co2_ppm,swrad_MJm2day,vpd_kPa,precip_kgm2s,wind_spd_ms,SWC_1,SWC_1_unc,SWC_2,SWC_2_unc,SWC_3,SWC_3_unc
329,1.05857142857143,3.65,2.3778869047619,370.91750297619,2.11170342857143,0.0666633928571429,9.25925925925926E-06,3.68752380952381,41.4333541666667,4.14333541666667,33.7714285714286,3.37756533539332,45.5842857142857,4.55842857142857
336,2.95571428571429,5.04142857142857,3.85744047619048,377.328232142857,1.08659905714286,0.0360467261904762,2.13293650793651E-05,2.93640773809524,42.7920833333333,4.27920833333333,36.2422916666667,3.62462284518223,46.0647916666667,4.60647916666667
343,-1.18428571428571,2.96571428571429,1.13699404761905,381.050172619048,0.989532,0.0408327380952381,1.38888888888889E-05,2.93427678571429,42.5305416666667,4.25305416666667,35.6658928571429,3.56698932578604,45.978869047619,4.59788690476191
350,-6.64785714285714,-1.82714285714286,-3.80701785714286,384.197023809524,1.84958537142857,0.0669619047619048,6.61375661375661E-07,2.45164285714286,41.7647291666667,4.17647291666667,33.7552470238095,3.37594738313316,45.7937142857143,4.57937142857143
357,-5.99714285714286,-0.725571428571429,-3.34830654761905,377.72024702381,1.79579622857143,0.0425348214285714,3.3234126984127E-05,4.04597916666667,41.5583678115616,4.15963260408907,33.8646435897436,3.38723134865884,45.5269480769231,4.55424256742691
365,-4.475125,-0.24475,-2.12879947916667,376.525044270833,1.6846074,0.0751598958333333,2.37268518518519E-05,5.18597916666667,41.9200347222222,4.24468901899839,34.5036111111111,3.45114064720905,45.6247916666667,4.57197286995905
7,-11.4777142857143,-2.55328571428571,-6.61566964285714,376.10269047619,2.91434374285714,0.072635119047619,7.93650793650794E-06,2.80043452380952,NA,NA,NA,NA,NA,NA
14,-5.05942857142857,-1.899,-3.23870238095238,374.492291666667,2.20133597142857,0.0298166666666667,2.76124338624339E-05,1.8735119047619,42.51459375,4.26745961680861,35.1211979166667,3.51292907693618,45.73,4.57587816412255
21,-2.76714285714286,-0.00571428571428566,-1.31997023809524,373.515738095238,1.09478185714286,0.0264833333333333,1.04166666666667E-05,3.6406994047619,42.9178095238095,4.29178095238095,36.0336011904762,3.603756077323,45.828244047619,4.5828244047619
28,4.27714285714286,7.64428571428571,5.865625,372.37424702381,2.49577277142857,0.165858928571429,4.26587301587302E-05,5.3673869047619,44.4508690476191,4.44508690476191,38.5377976190476,3.85414999326263,49.3358928571429,4.93358928571429
35,6.30142857142857,11.3411428571429,8.61040476190476,374.406333333333,5.56401214285714,0.420605952380952,1.65343915343915E-07,5.10482738095238,42.7079416666667,4.27083297615289,35.9367424242424,3.59418283900159,46.8191477272727,4.68192057352233
42,3.72,7.49714285714286,5.85880952380952,375.787479166667,2.23164128571429,0.155570535714286,2.23214285714286E-05,5.08213095238095,42.5976726190476,4.25976726190476,35.9971726190476,3.60011362083958,45.9000297619048,4.59000297619048
49,-0.714285714285714,4.71857142857143,1.86241071428571,379.898104166667,5.82677125714286,0.14441130952381,2.41402116402116E-05,4.14593452380952,43.3990119047619,4.33990119047619,36.9131845238095,3.69170497659113,46.1555357142857,4.61555357142857
56,-1.85142857142857,2.62714285714286,0.161845238095238,375.623681547619,3.09057351428571,0.0671464285714286,7.6223544973545E-05,4.89647916666667,44.2791369047619,4.42791369047619,37.8089583333333,3.78127320089635,46.4390178571429,4.64390178571429
63,0.652857142857143,5.39714285714286,2.85047619047619,373.431943452381,5.80591671428571,0.194289583333333,2.51322751322751E-05,4.32135714285714,43.9466875,4.39466875,37.7302380952381,3.77340196434638,46.6790773809524,4.66790773809524
70,2.21428571428571,8.22285714285714,5.40702380952381,375.058866071429,9.78835628571429,0.312979166666667,1.12433862433862E-05,4.51099702380952,43.3102351190476,4.33102351190476,37.3836607142857,3.73874773170214,46.1208333333333,4.61208333333333
77,2.23571428571429,7.96428571428571,5.23446428571429,381.023505952381,8.19751191428571,0.263302083333333,5.80357142857143E-05,2.84635416666667,44.6260238095238,4.46260238095238,41.0485714285714,4.10520473065167,46.5143452380952,4.65143452380952
84,1.19571428571429,5.90714285714286,3.36488095238095,376.45981547619,5.83042937142857,0.155562202380952,5.10912698412698E-05,3.47283333333333,44.8844107142857,4.48844107142857,41.9402678571429,4.19436698401421,46.7151488095238,4.67151488095238
91,1.92714285714286,9.29714285714286,5.55636904761905,377.397380952381,15.3459108,0.469675297619048,0,2.26215773809524,43.4263333333333,4.34263333333333,39.9276785714286,3.99312520193554,45.9252083333333,4.59252083333333
98,0.2,8.68857142857143,4.43764880952381,377.690226190476,18.8504894571429,0.412538392857143,0,3.57629761904762,42.1627738095238,4.21627738095238,38.6044642857143,3.8608160206321,45.8390476190476,4.58390476190476
105,1.72571428571429,6.38142857142857,4.02122023809524,382.951077380952,8.72201674285714,0.168803273809524,4.99338624338624E-05,3.28910416666667,42.6372261904762,4.26372261904762,40.144375,4.0147929160426,45.9948511904762,4.59948511904762
